price,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage
2600,kombi,2004,manuell,131,a6,150000,10,diesel,audi,0
14500,coupe,2005,automatik,215,mustang,100000,7,benzin,ford,0
14900,,2018,manuell,0,1er,40000,3,benzin,bmw,0
4200,limousine,2007,manuell,120,147,150000,4,diesel,alfa_romeo,0
1100,kleinwagen,1999,manuell,60,twingo,150000,0,,renault,0
12500,limousine,2006,manuell,177,5er,100000,8,benzin,bmw,0
1500,kleinwagen,2001,manuell,55,,150000,10,benzin,peugeot,0
750,,2016,manuell,101,astra,150000,10,,opel,0
1750,limousine,1998,manuell,101,passat,150000,6,benzin,volkswagen,0
1750,,2017,manuell,75,golf,150000,1,benzin,volkswagen,0
230,limousine,1997,manuell,75,colt,150000,4,benzin,mitsubishi,0
1599,kleinwagen,1999,manuell,101,a3,150000,3,benzin,audi,0
2300,limousine,2001,manuell,101,golf,150000,1,diesel,volkswagen,0
3300,kombi,2005,manuell,136,passat,150000,1,diesel,volkswagen,0
10499,limousine,2006,manuell,129,3er,150000,12,benzin,bmw,0
9200,kleinwagen,2007,manuell,109,cooper,90000,11,diesel,mini,0
4999,kombi,2008,manuell,109,focus,150000,2,diesel,ford,0
8399,cabrio,2012,manuell,69,500,50000,3,benzin,fiat,0
8200,kombi,2007,manuell,102,golf,60000,11,benzin,volkswagen,0
1200,kleinwagen,2000,manuell,58,agila,150000,10,benzin,opel,0
19000,bus,2012,manuell,160,zafira,50000,4,diesel,opel,0
3500,limousine,1981,automatik,185,e_klasse,150000,0,benzin,mercedes_benz,0
2400,kleinwagen,2005,manuell,80,corsa,100000,6,benzin,opel,0
4900,bus,2005,manuell,110,verso,150000,3,benzin,toyota,0
4400,bus,2008,automatik,185,carnival,150000,7,diesel,kia,0
500,limousine,1999,manuell,115,focus,150000,6,benzin,ford,0
1000,kleinwagen,1997,manuell,75,1_reihe,125000,9,benzin,peugeot,0
1500,limousine,1998,manuell,170,3er,150000,9,benzin,bmw,0
18940,suv,2008,automatik,224,glk,150000,12,diesel,mercedes_benz,0
2390,kleinwagen,2004,,80,corsa,100000,10,benzin,opel,0
1200,limousine,2003,manuell,0,stilo,150000,10,benzin,fiat,
190,,2016,manuell,0,corsa,150000,6,,opel,
5949,limousine,2009,automatik,235,5er,125000,7,diesel,bmw,0
1980,kombi,1997,manuell,144,v70,150000,10,benzin,volvo,0
2650,kombi,2004,automatik,150,3er,150000,9,diesel,bmw,0
10600,kombi,2007,manuell,170,a4,125000,5,diesel,audi,0
28990,cabrio,2013,automatik,184,slk,40000,4,benzin,mercedes_benz,0
0,,2005,,0,,10000,0,,bmw,
1150,kombi,1998,manuell,150,andere,150000,3,benzin,fiat,0
11490,limousine,2006,manuell,197,3er,150000,9,diesel,bmw,0
4350,limousine,2004,manuell,143,c_klasse,150000,1,diesel,mercedes_benz,0
0,limousine,2001,automatik,231,5er,150000,11,benzin,bmw,
0,,2005,,0,,100000,0,,sonstige_autos,
1499,bus,2000,manuell,132,andere,150000,1,benzin,peugeot,1
4450,cabrio,2003,manuell,136,2_reihe,80000,7,benzin,peugeot,0
6300,limousine,2008,manuell,150,laguna,150000,8,diesel,renault,0
120,,2000,,0,colt,150000,4,benzin,mitsubishi,
37900,kombi,2014,automatik,170,e_klasse,30000,4,diesel,mercedes_benz,0
650,kleinwagen,1998,manuell,60,twingo,150000,11,benzin,renault,
6000,coupe,2007,manuell,143,andere,150000,9,benzin,hyundai,0
650,kleinwagen,2004,manuell,58,twingo,150000,8,benzin,renault,0
8550,kleinwagen,2014,manuell,0,aygo,10000,6,benzin,toyota,0
0,kombi,2007,manuell,170,mondeo,125000,10,diesel,ford,0
1100,limousine,1994,automatik,106,3er,150000,9,benzin,bmw,
3750,kombi,2004,manuell,136,3_reihe,100000,3,benzin,peugeot,0
4900,kombi,2005,manuell,140,passat,150000,12,diesel,volkswagen,
5800,kombi,2002,automatik,131,passat,150000,11,diesel,volkswagen,0
9900,limousine,2009,automatik,122,golf,150000,2,benzin,volkswagen,0
999,kombi,2001,automatik,109,andere,150000,4,benzin,citroen,0
7990,bus,2007,manuell,90,vivaro,125000,11,diesel,opel,1
1500,kleinwagen,1999,manuell,75,fiesta,100000,4,,ford,0
5000,limousine,2002,manuell,192,156,150000,7,benzin,alfa_romeo,0
15000,limousine,2010,manuell,170,c_klasse,80000,6,diesel,mercedes_benz,0
3500,kleinwagen,2006,manuell,0,polo,150000,11,diesel,volkswagen,0
0,,2005,automatik,0,,150000,3,diesel,bmw,
1750,limousine,1999,manuell,105,3er,150000,9,benzin,bmw,0
1490,kleinwagen,1999,,54,fortwo,150000,12,benzin,smart,0
4400,kombi,2005,manuell,140,a4,150000,3,diesel,audi,0
12500,cabrio,2007,automatik,233,a4,150000,6,diesel,audi,0
300,limousine,1996,manuell,115,a4,150000,9,benzin,audi,1
6990,limousine,2009,manuell,109,i_reihe,90000,2,benzin,hyundai,0
33900,coupe,1963,manuell,0,andere,90000,2,benzin,mercedes_benz,0
14000,kombi,2011,manuell,170,octavia,125000,1,diesel,skoda,0
3710,bus,1997,manuell,102,transporter,150000,10,diesel,volkswagen,0
32000,limousine,1933,manuell,38,,5000,7,benzin,sonstige_autos,0
18400,limousine,2009,automatik,235,5er,150000,6,diesel,bmw,0
18200,kleinwagen,2014,manuell,136,cooper,10000,4,benzin,mini,0
2050,limousine,2002,manuell,0,a2,150000,10,diesel,audi,
2800,limousine,1996,manuell,75,golf,70000,10,benzin,volkswagen,1
1500,limousine,1991,automatik,0,5er,150000,0,,bmw,0
5900,limousine,2004,automatik,177,5er,150000,9,diesel,bmw,0
2500,kleinwagen,1997,manuell,75,astra,50000,4,benzin,opel,0
590,kleinwagen,1998,manuell,60,,150000,5,benzin,volkswagen,0
12300,suv,2012,manuell,135,i_reihe,50000,2,benzin,hyundai,0
1150,kleinwagen,2003,manuell,0,polo,150000,4,benzin,volkswagen,1
10900,cabrio,2004,manuell,0,slk,150000,0,benzin,mercedes_benz,0
2000,limousine,1999,manuell,101,octavia,150000,6,benzin,skoda,1
13890,suv,2010,manuell,136,kuga,70000,3,diesel,ford,0
2250,limousine,1997,automatik,193,5er,150000,12,benzin,bmw,0
3950,limousine,2003,automatik,170,,150000,12,benzin,fiat,1
2800,limousine,2000,manuell,115,andere,60000,9,benzin,mazda,0
2250,cabrio,1995,manuell,75,golf,125000,7,benzin,volkswagen,0
3700,limousine,2006,manuell,140,passat,150000,3,diesel,volkswagen,
4350,limousine,2006,manuell,80,golf,125000,10,benzin,volkswagen,0
0,kombi,2002,manuell,163,,150000,8,benzin,audi,
4600,andere,2012,manuell,4,,20000,9,diesel,sonstige_autos,0
799,,2018,manuell,102,3er,150000,8,benzin,bmw,0
1500,coupe,1991,manuell,136,c_klasse,150000,5,benzin,mercedes_benz,0
680,,2016,manuell,102,a_klasse,150000,5,benzin,mercedes_benz,
5800,cabrio,1999,automatik,193,clk,150000,6,benzin,mercedes_benz,0
1299,limousine,1997,manuell,125,a4,150000,6,benzin,audi,0
3300,suv,1999,manuell,105,andere,90000,4,benzin,honda,0
17490,cabrio,2011,manuell,122,cooper,60000,7,benzin,mini,0
1600,limousine,1998,manuell,115,golf,150000,6,,volkswagen,
6700,limousine,2005,manuell,163,1er,150000,12,diesel,bmw,0
3250,,2017,,0,vito,150000,11,diesel,mercedes_benz,
150,kleinwagen,1998,manuell,54,corsa,150000,8,benzin,opel,
850,kleinwagen,2000,manuell,60,polo,125000,6,benzin,volkswagen,
4300,,2017,manuell,125,astra,125000,5,,opel,0
1350,bus,2000,automatik,75,andere,150000,12,benzin,mazda,0
13000,kombi,2008,manuell,232,a6,150000,9,diesel,audi,0
950,kombi,1994,manuell,170,omega,125000,12,benzin,opel,0
4000,,2007,manuell,158,ducato,150000,2,diesel,fiat,
2300,cabrio,2000,manuell,101,golf,150000,4,benzin,volkswagen,0
2800,kombi,2007,manuell,90,astra,150000,1,diesel,opel,0
1390,kombi,2000,,0,vectra,150000,5,benzin,opel,0
1500,kombi,1998,manuell,116,vectra,150000,5,benzin,opel,0
6300,kleinwagen,2010,manuell,75,polo,150000,2,diesel,volkswagen,0
1999,coupe,1998,manuell,65,astra,150000,6,benzin,opel,0
0,kleinwagen,2002,manuell,60,punto,150000,4,,fiat,0
2250,kleinwagen,2004,manuell,75,corsa,125000,8,benzin,opel,0
4444,kleinwagen,2012,manuell,75,sandero,70000,10,benzin,dacia,0
699,kleinwagen,2002,manuell,60,ka,125000,3,benzin,ford,0
48900,coupe,1989,manuell,300,,10000,3,benzin,sonstige_autos,0
3690,cabrio,2004,manuell,95,ka,90000,4,benzin,ford,0
750,kleinwagen,1997,manuell,60,twingo,150000,8,benzin,renault,0
799,limousine,1998,manuell,75,astra,150000,11,benzin,opel,
750,limousine,1995,manuell,125,a4,150000,2,,audi,1
1200,kombi,1999,automatik,116,vectra,150000,8,benzin,opel,0
8999,kombi,2008,manuell,143,a4,150000,7,diesel,audi,0
3790,kombi,2005,automatik,150,c_klasse,150000,10,diesel,mercedes_benz,1
7250,limousine,2007,manuell,105,golf,125000,7,diesel,volkswagen,
4200,limousine,2008,automatik,80,corsa,125000,8,benzin,opel,
500,,1995,manuell,0,civic,150000,11,benzin,honda,0
250,kleinwagen,1997,manuell,90,andere,150000,0,benzin,citroen,
11500,limousine,2008,automatik,200,passat,150000,5,benzin,volkswagen,0
1990,kleinwagen,1998,manuell,75,lupo,150000,11,benzin,volkswagen,0
20990,coupe,2012,manuell,143,1er,50000,5,diesel,bmw,0
7200,kleinwagen,2011,manuell,75,polo,150000,2,diesel,volkswagen,0
2850,kombi,2002,manuell,163,a6,150000,9,diesel,audi,0
350,kleinwagen,2000,manuell,50,lupo,150000,9,benzin,volkswagen,
3600,kombi,2007,automatik,140,passat,150000,2,diesel,volkswagen,1
3333,limousine,2004,automatik,90,corolla,150000,11,diesel,toyota,1
21880,cabrio,2012,automatik,160,golf,40000,3,benzin,volkswagen,0
1500,kleinwagen,2002,manuell,70,polo,150000,0,benzin,volkswagen,
6800,limousine,2003,automatik,231,5er,150000,9,benzin,bmw,0
10799,kombi,2010,manuell,120,159,100000,10,diesel,alfa_romeo,0
23500,kombi,2012,automatik,170,e_klasse,50000,3,diesel,mercedes_benz,0
13400,limousine,2007,automatik,197,5er,150000,11,diesel,bmw,0
5000,,2016,manuell,0,,150000,11,,audi,
5600,andere,2009,manuell,80,andere,90000,6,diesel,skoda,0
6950,kleinwagen,2010,manuell,60,fiesta,50000,9,benzin,ford,0
4699,cabrio,1998,manuell,0,3er,150000,3,benzin,bmw,0
16300,kombi,2011,manuell,170,octavia,100000,5,diesel,skoda,0
5250,cabrio,2001,manuell,163,,150000,6,benzin,mercedes_benz,0
2400,limousine,2003,automatik,133,c5,150000,5,diesel,citroen,0
3150,kombi,2008,manuell,125,astra,150000,5,diesel,opel,0
3250,limousine,2005,automatik,105,astra,150000,6,benzin,opel,0
2200,bus,2006,automatik,109,1_reihe,150000,12,benzin,peugeot,
4650,kleinwagen,2008,,80,fiesta,70000,4,benzin,ford,0
350,kleinwagen,1995,manuell,90,golf,150000,8,benzin,volkswagen,
666,kleinwagen,2001,automatik,80,punto,150000,6,benzin,fiat,0
6000,kleinwagen,2009,automatik,69,500,80000,1,benzin,fiat,0
1400,,2017,manuell,0,transit,150000,0,,ford,
70,kleinwagen,1997,manuell,50,ibiza,150000,0,,seat,
700,andere,2002,manuell,0,scenic,150000,5,diesel,renault,0
1,,2000,manuell,0,twingo,150000,4,benzin,renault,
750,kombi,1992,manuell,131,andere,150000,4,benzin,volvo,1
2600,kleinwagen,1995,manuell,115,,150000,9,benzin,volkswagen,0
7000,limousine,2005,manuell,140,passat,90000,5,diesel,volkswagen,0
6500,kleinwagen,2011,manuell,75,clio,80000,3,benzin,renault,0
3899,limousine,2004,manuell,109,a_klasse,150000,11,diesel,mercedes_benz,1
1250,kleinwagen,1995,manuell,45,ibiza,150000,5,benzin,seat,0
17500,limousine,2001,manuell,400,m_reihe,150000,2,benzin,bmw,0
900,bus,2000,manuell,0,andere,125000,3,benzin,mazda,1
4999,cabrio,2005,automatik,90,tigra,80000,6,benzin,opel,0
1150,kleinwagen,1998,manuell,50,fiesta,80000,12,benzin,ford,0
13500,kombi,2010,manuell,122,cooper,30000,10,benzin,mini,0
13500,limousine,2008,manuell,177,3er,100000,8,diesel,bmw,0
2200,kombi,2002,manuell,101,passat,150000,7,diesel,volkswagen,
855,limousine,1992,manuell,90,,150000,7,benzin,audi,0
5950,bus,2007,manuell,101,zafira,150000,12,diesel,opel,0
7690,cabrio,2000,manuell,118,z_reihe,150000,3,benzin,bmw,0
13499,suv,2005,automatik,250,cayenne,150000,12,benzin,porsche,0
3599,limousine,2000,manuell,129,c_klasse,125000,12,benzin,mercedes_benz,0
120,kleinwagen,2002,manuell,0,2_reihe,150000,0,benzin,peugeot,
1400,kombi,2003,manuell,121,6_reihe,150000,9,diesel,mazda,1
7000,,2017,manuell,109,sprinter,150000,5,,mercedes_benz,0
3100,limousine,2005,manuell,110,3_reihe,125000,9,diesel,peugeot,0
4999,limousine,2003,automatik,170,3er,150000,5,benzin,bmw,0
3650,bus,2002,automatik,174,grand,150000,3,lpg,chrysler,0
2380,limousine,2003,automatik,140,a_klasse,150000,1,benzin,mercedes_benz,0
5250,kleinwagen,2011,manuell,69,i_reihe,50000,8,benzin,hyundai,0
1250,kleinwagen,1998,,0,,150000,0,,volkswagen,
2800,kombi,2008,manuell,75,logan,150000,8,benzin,dacia,0
25249,limousine,2014,automatik,184,golf,30000,6,diesel,volkswagen,0
10000,kleinwagen,2014,manuell,86,leon,60000,2,benzin,seat,0
2500,kombi,2005,manuell,113,megane,150000,11,benzin,renault,0
4999,limousine,2001,manuell,170,3er,150000,6,benzin,bmw,0
9800,,2018,manuell,0,focus,100000,12,benzin,ford,0
24500,kombi,2012,manuell,170,passat,100000,9,diesel,volkswagen,0
0,,2000,,0,fiesta,150000,0,,ford,
280,kombi,1999,manuell,44,andere,125000,3,,ford,1
5100,suv,1998,automatik,218,m_klasse,150000,7,lpg,mercedes_benz,0
1000,kombi,1996,manuell,60,astra,150000,3,benzin,opel,0
19900,limousine,2011,automatik,239,a5,150000,1,diesel,audi,0
899,limousine,1995,manuell,123,c_klasse,150000,5,benzin,mercedes_benz,
0,limousine,2006,manuell,163,5er,70000,7,diesel,bmw,
2850,kleinwagen,2002,manuell,101,polo,150000,6,diesel,volkswagen,0
18700,suv,2013,manuell,140,andere,10000,4,benzin,opel,0
12700,cabrio,2009,manuell,122,eos,90000,1,benzin,volkswagen,0
1112,coupe,1995,manuell,102,3er,150000,11,benzin,bmw,0
23000,limousine,2011,automatik,204,5er,150000,1,diesel,bmw,0
15210,limousine,2011,manuell,170,1er,80000,10,benzin,bmw,
9500,suv,1941,manuell,57,,40000,1,benzin,sonstige_autos,0
9450,kombi,2012,manuell,131,insignia,150000,6,diesel,opel,0
6950,limousine,2005,manuell,177,a6,150000,2,benzin,audi,0
500,kleinwagen,2000,manuell,0,seicento,60000,0,benzin,fiat,
4400,bus,1997,manuell,102,transporter,150000,9,diesel,volkswagen,0
6990,limousine,2006,manuell,260,6_reihe,150000,2,benzin,mazda,0
4800,,2005,automatik,175,3er,150000,10,,bmw,
7385,bus,2008,manuell,125,c_max,125000,5,benzin,ford,0
3500,kombi,2008,manuell,109,v50,150000,1,diesel,volvo,1
5749,kleinwagen,2010,manuell,100,clio,60000,4,benzin,renault,0
5999,kleinwagen,2010,automatik,72,fortwo,50000,7,benzin,smart,
550,limousine,1994,manuell,102,3er,150000,4,benzin,bmw,0
13500,kleinwagen,2014,manuell,82,fiesta,10000,12,benzin,ford,0
2222,limousine,1983,manuell,110,andere,80000,5,benzin,opel,0
2800,,2016,manuell,109,touran,150000,0,diesel,volkswagen,
700,kleinwagen,1997,automatik,52,micra,80000,4,benzin,nissan,0
23999,limousine,2014,automatik,122,a_klasse,30000,5,benzin,mercedes_benz,0
1850,kombi,2000,manuell,116,golf,150000,2,diesel,volkswagen,0
9500,limousine,2010,manuell,86,golf,70000,9,benzin,volkswagen,0
1849,limousine,2000,manuell,101,a3,150000,3,benzin,audi,0
350,,2000,manuell,60,fiesta,90000,6,,ford,
32980,bus,2013,automatik,177,alhambra,50000,1,diesel,seat,
0,,1995,,0,polo,150000,0,,volkswagen,
3300,limousine,2001,manuell,179,octavia,150000,9,benzin,skoda,0
1200,kleinwagen,2002,manuell,60,fiesta,70000,1,benzin,ford,1
0,limousine,1998,manuell,0,a4,150000,8,benzin,audi,0
8990,limousine,2010,manuell,140,astra,100000,6,benzin,opel,0
10000,suv,2008,automatik,185,xc_reihe,90000,1,diesel,volvo,0
15900,kombi,2012,manuell,140,mondeo,50000,6,diesel,ford,0
3000,bus,2001,manuell,115,alhambra,150000,8,diesel,seat,0
6750,limousine,2005,manuell,150,3er,125000,9,benzin,bmw,0
10490,limousine,2008,manuell,190,a6,150000,11,benzin,audi,0
550,,2017,automatik,0,corsa,150000,0,benzin,opel,0
3900,coupe,2001,manuell,0,c_klasse,150000,9,benzin,mercedes_benz,1
350,kombi,1996,manuell,90,passat,150000,4,benzin,volkswagen,
0,limousine,2000,automatik,197,s_klasse,150000,4,diesel,mercedes_benz,0
500,kombi,1999,manuell,116,v40,150000,5,benzin,volvo,0
2650,,2005,manuell,0,,20000,0,,opel,
1500,bus,2005,manuell,82,scenic,150000,5,diesel,renault,
12500,limousine,2009,automatik,150,qashqai,150000,12,diesel,nissan,0
3200,limousine,2003,manuell,220,a4,150000,11,benzin,audi,0
1500,limousine,1992,manuell,174,80,150000,2,benzin,audi,0
1200,kleinwagen,1999,manuell,50,lupo,125000,9,benzin,volkswagen,0
0,,2016,manuell,50,polo,90000,1,,volkswagen,
3390,kombi,2005,manuell,0,3_reihe,125000,4,diesel,peugeot,0
1,kleinwagen,1997,automatik,60,corsa,150000,0,benzin,opel,1
6999,kombi,2006,manuell,163,3er,150000,11,diesel,bmw,0
0,kleinwagen,1999,manuell,60,ka,70000,4,benzin,ford,1
1800,limousine,1996,manuell,75,golf,150000,3,benzin,volkswagen,0
23500,suv,2010,automatik,211,m_klasse,150000,3,diesel,mercedes_benz,0
690,kleinwagen,1999,manuell,60,ka,80000,12,benzin,ford,0
5900,kombi,2007,automatik,140,passat,150000,10,diesel,volkswagen,0
36800,suv,2015,automatik,218,cooper,5000,12,benzin,mini,0
3950,cabrio,2006,manuell,88,micra,125000,4,benzin,nissan,0
2350,limousine,2000,manuell,150,5er,150000,1,lpg,bmw,0
1000,kleinwagen,1999,manuell,75,golf,150000,3,benzin,volkswagen,0
700,kleinwagen,2000,manuell,54,seicento,150000,0,,fiat,0
7299,cabrio,2006,manuell,116,cooper,150000,12,benzin,mini,0
0,limousine,2009,manuell,86,sandero,150000,6,diesel,dacia,
1500,limousine,1995,manuell,136,e_klasse,5000,0,benzin,mercedes_benz,0
1100,limousine,1995,manuell,75,golf,150000,4,benzin,volkswagen,0
4900,kombi,2006,manuell,150,159,150000,7,diesel,alfa_romeo,0
2799,cabrio,1999,automatik,116,golf,150000,8,benzin,volkswagen,0
900,,2016,manuell,0,tigra,150000,0,benzin,opel,
12000,coupe,2005,automatik,224,andere,150000,10,diesel,mercedes_benz,0
2000,kombi,2000,manuell,193,3er,150000,2,benzin,bmw,0
4400,kleinwagen,2008,manuell,80,corsa,70000,9,benzin,opel,0
1299,limousine,2000,manuell,116,andere,100000,6,benzin,hyundai,0
1700,kleinwagen,2001,manuell,58,corsa,150000,8,benzin,opel,0
3000,kombi,2006,,0,a3,150000,11,diesel,audi,0
300,kleinwagen,1999,manuell,60,punto,125000,2,benzin,fiat,0
9800,kleinwagen,2007,manuell,230,golf,150000,4,benzin,volkswagen,0
1450,limousine,2000,manuell,75,golf,100000,8,benzin,volkswagen,0
1700,kleinwagen,2003,manuell,65,twingo,125000,4,,renault,0
4200,,2016,manuell,0,corsa,150000,11,benzin,opel,0
2900,,2017,manuell,109,3_reihe,150000,7,,peugeot,
7700,kleinwagen,2012,automatik,71,fortwo,20000,2,benzin,smart,0
2500,,2018,manuell,0,golf,150000,1,diesel,volkswagen,1
8999,bus,2008,manuell,145,galaxy,125000,1,benzin,ford,1
1499,limousine,1993,manuell,150,100,150000,0,benzin,audi,0
17299,limousine,2010,manuell,143,x_reihe,150000,4,diesel,bmw,0
3500,kombi,2004,automatik,163,a6,150000,5,diesel,audi,
6900,coupe,2009,manuell,116,astra,100000,5,benzin,opel,0
3600,limousine,2002,manuell,101,a3,150000,2,diesel,audi,0
6900,limousine,2008,manuell,80,golf,70000,7,benzin,volkswagen,0
2099,kombi,1994,manuell,218,5er,150000,4,benzin,bmw,0
3299,limousine,2001,manuell,163,c_klasse,150000,1,lpg,mercedes_benz,0
5350,cabrio,2008,automatik,71,fortwo,90000,7,benzin,smart,0
18999,coupe,2011,manuell,160,tt,100000,5,benzin,audi,0
3750,kleinwagen,1976,manuell,26,601,40000,11,benzin,trabant,0
10500,limousine,2013,manuell,131,megane,60000,7,benzin,renault,0
1050,limousine,1995,manuell,101,a4,150000,6,benzin,audi,0
799,kombi,1998,manuell,107,laguna,125000,10,benzin,renault,
199,kleinwagen,1995,manuell,60,golf,150000,1,,volkswagen,0
3000,,2017,automatik,155,superb,150000,0,,skoda,
2500,kombi,2004,manuell,101,focus,150000,12,benzin,ford,0
4890,,2016,manuell,109,2_reihe,150000,3,diesel,peugeot,0
49950,suv,2013,automatik,245,touareg,20000,4,diesel,volkswagen,0
550,kleinwagen,1999,manuell,60,2_reihe,150000,11,benzin,peugeot,0
4900,bus,1996,manuell,102,transporter,150000,10,diesel,volkswagen,
5850,limousine,2007,automatik,184,c_klasse,100000,10,benzin,mercedes_benz,1
300,bus,1995,manuell,107,espace,150000,12,benzin,renault,1
4400,kombi,2006,manuell,101,focus,90000,10,benzin,ford,0
2650,kleinwagen,2007,manuell,55,polo,90000,2,benzin,volkswagen,1
5450,kombi,1992,automatik,180,e_klasse,150000,7,benzin,mercedes_benz,
1399,limousine,1992,manuell,54,andere,40000,11,benzin,skoda,0
13500,suv,1981,manuell,102,g_klasse,90000,1,,mercedes_benz,0
3600,bus,2004,manuell,140,touran,150000,12,diesel,volkswagen,0
6450,cabrio,1997,manuell,192,z_reihe,150000,5,benzin,bmw,0
5000,bus,2007,manuell,101,ducato,150000,6,diesel,fiat,0
1400,kleinwagen,2000,manuell,64,polo,150000,12,diesel,volkswagen,
160,,2007,,0,,5000,0,,sonstige_autos,
3500,cabrio,2005,manuell,90,tigra,125000,0,benzin,opel,
0,kombi,1999,manuell,125,impreza,150000,10,benzin,subaru,
2650,cabrio,1999,automatik,0,slk,150000,7,benzin,mercedes_benz,0
5400,limousine,2006,manuell,105,golf,5000,0,diesel,volkswagen,
2950,kleinwagen,2006,manuell,41,fortwo,150000,9,diesel,smart,0
1600,limousine,1999,manuell,101,golf,150000,5,benzin,volkswagen,0
4600,bus,1991,manuell,84,transporter,150000,3,benzin,volkswagen,0
1300,bus,1999,automatik,170,sharan,150000,0,benzin,volkswagen,1
8500,limousine,2008,manuell,122,1er,100000,11,benzin,bmw,0
2399,kombi,2002,manuell,101,fabia,100000,8,diesel,skoda,0
10900,kombi,2008,manuell,177,3er,150000,10,diesel,bmw,0
1150,bus,1999,manuell,101,zafira,150000,10,benzin,opel,0
1479,kleinwagen,2002,manuell,50,fiesta,100000,12,benzin,ford,1
